country,date,decklist,event,format,hero,result,deck_link,event_type,deck_id
United States of America,06 Jun 2025,"Lucas Oswald – Verdance, Thorn of the Rose – US National Championship 2025",United States National Championship,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/lucas-oswald-verdance-thorn-of-the-rose-us-national-championship-2025/ ,national,9df6565d992ffdfdabb81fd6f1c97227_LO–VTotR–UNC20255th
United States of America,06 Jun 2025,"Andrew Cook – Prism, Awakener of Sol – US National Championship 2025",United States National Championship,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/andrew-cook-prism-awakener-of-sol-us-national-championship-2025/ ,national,2fec0dd151d06c36043905bacef08787_AC–PAoS–UNC20255th
United States of America,06 Jun 2025,"Adrian Gebhart – Florian, Rotwood Harbinger – US National Championship 2025",United States National Championship,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/adrian-gebhart-florian-rotwood-harbinger-us-national-championship-2025/ ,national,1c53e0ceb61e020a28006d129a044db8_AG–FRH–UNC20255th
United States of America,06 Jun 2025,"Randy Davis – Florian, Rotwood Harbinger – US National Championship 2025",United States National Championship,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/randy-davis-florian-rotwood-harbinger-us-national-championship-2025/ ,national,992ea4c44ad9235c58104016869f7239_RD–FRH–UNC20255th
Australia,25 May 2025,Spencer Horton – Marlynn – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Marlynn,1st,https://fabtcg.com/decklists/spencer-horton-marlynn-battle-hardened-taipei/ ,battle hardened,8a921653ce5ba9dbd786a03f52feff00_SH–M–BHTaipei1st
Singapore,25 May 2025,Nicholas On – Puffin – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Puffin,2nd,https://fabtcg.com/decklists/nicholas-on-puffin-battle-hardened-taipei/ ,battle hardened,2e9f1e31fa026b2215e1ec67fed94cb7_NO–P–BHTaipei2nd
Japan,25 May 2025,諒人 五嶋 – Puffin – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Puffin,3rd,https://fabtcg.com/decklists/%e8%ab%92%e4%ba%ba-%e4%ba%94%e5%b6%8b-puffin-battle-hardened-taipei/ ,battle hardened,f373d08849e71e69d64f91f69dfeea0f_諒五–P–BHTaipei3rd
Japan,25 May 2025,岡西 達也 – Gravy Bones – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Gravy Bones,3rd,https://fabtcg.com/decklists/%e5%b2%a1%e8%a5%bf-%e9%81%94%e4%b9%9f-gravy-bones-battle-hardened-taipei/ ,battle hardened,a55fd376f5d1da1aeaa28521d1cfb5d6_岡達–GB–BHTaipei3rd
Japan,25 May 2025,Satsuki Itagaki – Marlynn – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Marlynn,5th,https://fabtcg.com/decklists/satsuki-itagaki-marlynn-battle-hardened-taipei/ ,battle hardened,51f37479eec706dac64dc693c9d5c999_SI–M–BHTaipei5th
Thailand,25 May 2025,Nakara Juntavong – Gravy Bones – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Gravy Bones,5th,https://fabtcg.com/decklists/nakara-juntavong-gravy-bones-battle-hardened-taipei/ ,battle hardened,42253522808b7f5457a69823c23300f2_NJ–GB–BHTaipei5th
Netherlands,25 May 2025,Philip van Donselaar – Gravy Bones – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Gravy Bones,5th,https://fabtcg.com/decklists/philip-van-donselaar-gravy-bones-battle-hardened-taipei/ ,battle hardened,3dc8dfe9161ac8c2ca989b0a12b305bc_PvD–GB–BHTaipei5th
Singapore,25 May 2025,Benjamin Lim – Gravy Bones – Battle Hardened: Taipei,Battle Hardened: Taipei,Sealed Deck,Gravy Bones,5th,https://fabtcg.com/decklists/benjamin-lim-gravy-bones-battle-hardened-taipei/ ,battle hardened,a739b53cab1c58f4c8dfc137283df0c3_BL–GB–BHTaipei5th
,25 May 2025,"Armory Deck – Gravy Bones, Shipwrecked Looter",,Blitz Preconstructed,Gravy Bones,not informed,https://fabtcg.com/decklists/armory-deck-gravy-bones-shipwrecked-looter-blitz/ ,other,c4969e6bfc9168b5f9281cd4252012a0_AD–GBSLooter
France,24 May 2025,Evan Tanguy – Gravy Bones – Calling: Taipei,Calling: Taipei,Booster Draft,Gravy Bones,1st,https://fabtcg.com/decklists/evan-tanguy-gravy-bones-calling-taipei/ ,calling,b6fb11452342cba2baea3b374a269d0d_ET–GB–CTaipei1st
Thailand,24 May 2025,Chanon Puttaree – Marlynn – Calling: Taipei,Calling: Taipei,Booster Draft,Marlynn,2nd,https://fabtcg.com/decklists/chanon-puttaree-marlynn-calling-taipei/ ,calling,e477e3aa876b109c9b8bf433fbae96eb_CP–M–CTaipei2nd
United States of America,24 May 2025,Christopher Iaali – Puffin – Calling: Taipei,Calling: Taipei,Booster Draft,Puffin,3rd,https://fabtcg.com/decklists/christopher-iaali-puffin-calling-taipei/ ,calling,08d407a52cff345cd3fe0af7fd2ff6eb_CI–P–CTaipei3rd
Netherlands,24 May 2025,Jaap IJlst – Gravy Bones – Calling: Taipei,Calling: Taipei,Booster Draft,Gravy Bones,3rd,https://fabtcg.com/decklists/jaap-ijlst-gravy-bones-calling-taipei/ ,calling,4f3a4c98689d7fb8736d7f43cb5d9e17_JI–GB–CTaipei3rd
Australia,24 May 2025,Scott Mackenzie – Marlynn – Calling: Taipei,Calling: Taipei,Booster Draft,Marlynn,5th,https://fabtcg.com/decklists/scott-mackenzie-marlynn-calling-taipei/ ,calling,9bf995d657aeac33163a034d04a179d1_SM–M–CTaipei5th
Singapore,24 May 2025,Shirui Wu – Marlynn – Calling: Taipei,Calling: Taipei,Booster Draft,Marlynn,5th,https://fabtcg.com/decklists/shirui-wu-marlynn-calling-taipei/ ,calling,ab56abada3534e40908f8cae0527fcbe_SW–M–CTaipei5th
Canada,24 May 2025,Yuki Lee Bender – Gravy Bones – Calling: Taipei,Calling: Taipei,Booster Draft,Gravy Bones,5th,https://fabtcg.com/decklists/yuki-lee-bender-gravy-bones-calling-taipei/ ,calling,ebd4db1eb4ca3526dc8505192821c0ea_YLB–GB–CTaipei5th
Australia,24 May 2025,Alexander Dobler – Puffin – Calling: Taipei,Calling: Taipei,Booster Draft,Puffin,5th,https://fabtcg.com/decklists/alexander-dobler-puffin-calling-taipei/ ,calling,6809fe9ccd92a413ecda8d541932d591_AD–P–CTaipei5th
United States of America,18 May 2025,"Jared Contaldi – Florian, Rotwood Harbinger – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Florian, Rotwood Harbinger",1st,https://fabtcg.com/decklists/jared-contaldi-florian-rotwood-harbinger-battle-hardened-hartford/ ,battle hardened,a9d8cf0188bc1f436f2160907302b3e8_JC–FRH–BHHartford1st
United States of America,18 May 2025,"Brodie Spurlock – Vynnset, Iron Maiden – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Vynnset, Iron Maiden",2nd,https://fabtcg.com/decklists/brodie-spurlock-vynnset-iron-maiden-battle-hardened-hartford/ ,battle hardened,27e0a86f0a095dbb915a4d66329e3498_BS–VIM–BHHartford2nd
United States of America,18 May 2025,"William Pearlman – Kano, Dracai of Aether – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Kano, Dracai of Aether",3rd,https://fabtcg.com/decklists/william-pearlman-kano-dracai-of-aether-battle-hardened-hartford/ ,battle hardened,dc0d462c78668f434f99cfeb2f748f1d_WP–KDoA–BHHartford3rd
United States of America,18 May 2025,"June Lekstutis – Vynnset, Iron Maiden – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Vynnset, Iron Maiden",3rd,https://fabtcg.com/decklists/june-lekstutis-vynnset-iron-maiden-battle-hardened-hartford/ ,battle hardened,20d3a78662ab3d6c63eb6f2e9713fb22_JL–VIM–BHHartford3rd
United States of America,18 May 2025,"Joshua Tavares – Florian, Rotwood Harbinger – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/joshua-tavares-florian-rotwood-harbinger-battle-hardened-hartford/ ,battle hardened,9f75457fa01b819f1aa37e2751920cae_JT–FRH–BHHartford5th
United States of America,18 May 2025,"Jesse Bowman – Fang, Dracai of Blades – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Fang, Dracai of Blades",5th,https://fabtcg.com/decklists/jesse-bowman-fang-dracai-of-blades-battle-hardened-hartford/ ,battle hardened,067852b7c110a0524d3d07f4c899296c_JB–FDoB–BHHartford5th
United States of America,18 May 2025,"Elizabeth Sprinkle – Prism, Awakener of Sol – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/elizabeth-sprinkle-prism-awakener-of-sol-battle-hardened-hartford/ ,battle hardened,1d7bf733e35d231d9154464a026bd0e8_ES–PAoS–BHHartford5th
United States of America,18 May 2025,"Reuben An – Prism, Awakener of Sol – Battle Hardened: Hartford",Battle Hardened: Hartford,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/reuben-an-prism-awakener-of-sol-battle-hardened-hartford/ ,battle hardened,b22b9f0f53ce86028f7882a175246d77_RA–PAoS–BHHartford5th
Italy,18 May 2025,"Lorenzo Brambilla Pisoni – Nuu, Alluring Desire – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/lorenzo-brambilla-pisoni-nuu-alluring-desire-battle-hardened-milan/ ,battle hardened,4270f129ea53875859a0709b200f10d4_LBP–NAD–BHMilan1st
Switzerland,18 May 2025,"Tigran Grigorian – Florian, Rotwood Harbinger – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/tigran-grigorian-florian-rotwood-harbinger-battle-hardened-milan/ ,battle hardened,1e1242ad5eabd326075c7e29ea1e7e93_TG–FRH–BHMilan2nd
Italy,18 May 2025,"Stefano Meoni – Azalea, Ace in the Hole – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Azalea, Ace in the Hole",3rd,https://fabtcg.com/decklists/stefano-meoni-azalea-ace-in-the-hole-battle-hardened-milan/ ,battle hardened,568d50298cbf6718b4d353264b809aa0_SM–AAitH–BHMilan3rd
Italy,18 May 2025,"Matteo Blasi – Florian, Rotwood Harbinger – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/matteo-blasi-florian-rotwood-harbinger-battle-hardened-milan/ ,battle hardened,e5f36863e08893bafe2076c6e2d305b6_MB–FRH–BHMilan3rd
Italy,18 May 2025,"filippo pirazzoli – Cindra, Dracai of Retribution – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/filippo-pirazzoli-cindra-dracai-of-retribution-battle-hardened-milan/ ,battle hardened,d1a3127e905b6b9636e5e7692162f74b_fp–CDoR–BHMilan5th
Italy,18 May 2025,"Mirko Dolce – Azalea, Ace in the Hole – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/mirko-dolce-azalea-ace-in-the-hole-battle-hardened-milan/ ,battle hardened,63458bee3a97e60193bf88ceeedb2572_MD–AAitH–BHMilan5th
Italy,18 May 2025,"Simone Pirota – Azalea, Ace in the Hole – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/simone-pirota-azalea-ace-in-the-hole-battle-hardened-milan/ ,battle hardened,093b15e084b76c975c28b7da459324ec_SP–AAitH–BHMilan5th
Italy,18 May 2025,"Filippo Barbani – Victor Goldmane, High and Mighty – Battle Hardened: Milan",Battle Hardened: Milan,Classic Constructed,"Victor Goldmane, High and Mighty",5th,https://fabtcg.com/decklists/filippo-barbani-victor-goldmane-high-and-mighty-battle-hardened-milan/ ,battle hardened,758fcea1f37af621cd3ecb25b4206e1d_FB–VGHaM–BHMilan5th
Japan,18 May 2025,"Ryosuke Urase – Florian, Rotwood Harbinger – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Florian, Rotwood Harbinger",1st,https://fabtcg.com/decklists/ryosuke-urase-florian-rotwood-harbinger-battle-hardened-tokyo/ ,battle hardened,ecf7a9679173ff3b6e0f7c0a4791be77_RU–FRH–BHTokyo1st
Japan,18 May 2025,"EITARO SHIBATA – Florian, Rotwood Harbinger – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/eitaro-shibata-florian-rotwood-harbinger-battle-hardened-tokyo/ ,battle hardened,00dbc034f4dcfe5ad5b9b1b917fb21ed_ES–FRH–BHTokyo2nd
Japan,18 May 2025,"Hiroki Goto – Fang, Dracai of Blades – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Fang, Dracai of Blades",3rd,https://fabtcg.com/decklists/hiroki-goto-fang-dracai-of-blades-battle-hardened-tokyo/ ,battle hardened,6b988108809d00a85ea2f44033cea214_HG–FDoB–BHTokyo3rd
Japan,18 May 2025,"yohei ohki – Kano, Dracai of Aether – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Kano, Dracai of Aether",3rd,https://fabtcg.com/decklists/yohei-ohki-kano-dracai-of-aether-battle-hardened-tokyo/ ,battle hardened,5a7c5a0b540416698710de22aa9a74f0_yo–KDoA–BHTokyo3rd
Japan,18 May 2025,"Michalis Michael – Kano, Dracai of Aether – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Kano, Dracai of Aether",5th,https://fabtcg.com/decklists/michalis-michael-kano-dracai-of-aether-battle-hardened-tokyo/ ,battle hardened,4aa07a0b7835c059f1da88fdb0bf0416_MM–KDoA–BHTokyo5th
Japan,18 May 2025,"Yuki Matsumoto – Cindra, Dracai of Retribution – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/yuki-matsumoto-cindra-dracai-of-retribution-battle-hardened-tokyo-2/ ,battle hardened,b66a8bcc80f1a8c941553fe2220d40a8_YM–CDoR–BHTokyo5th
Japan,18 May 2025,Tsuyoshi Kaji – Dash I/O – Battle Hardened: Tokyo,Battle Hardened: Tokyo,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/tsuyoshi-kaji-dash-io-battle-hardened-tokyo/ ,battle hardened,c0b28d1ac6fac640248ab6daad4b7622_TK–DI–BHTokyo5th
Hong Kong,18 May 2025,"Eugene C – Rhinar, Reckless Rampage – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Rhinar, Reckless Rampage",5th,https://fabtcg.com/decklists/eugene-c-rhinar-reckless-rampage-battle-hardened-tokyo/ ,battle hardened,980204280bc4327773d8b2c4e689693a_EC–RRR–BHTokyo5th
Japan,18 May 2025,"Yuki Matsumoto – Cindra, Dracai of Retribution – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/yuki-matsumoto-cindra-dracai-of-retribution-battle-hardened-tokyo/ ,battle hardened,4b1905d2d08b58a1530d1dc74f0da21a_YM–CDoR–BHTokyo5th
Canada,17 May 2025,"Raine Karan – Fang, Dracai of Blades – Pro Quest Singapore Hosted by MK Kards",Pro Quest: Singapore,Classic Constructed,"Fang, Dracai of Blades",1st,https://fabtcg.com/decklists/raine-karan-fang-dracai-of-blades-pro-quest-singapore-mk-kards/ ,pro quest,687035ed9d9530a2d9ee00a69c75ff1c_RK–FDoB–PQSHbMKards1st
United States of America,17 May 2025,"Ryan Wallace – Cindra, Dracai of Retribution – Dragon’s Lair PRO-QUEST CC!!",Pro Quest: Singapore,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/ryan-wallace-cindra-dracai-of-retribution-pro-quest-singapore-dragons-lair/ ,pro quest,cb57f05af0f16d9af74d6200729dbc28_RW–CDoR–DLPCC!!1st
United States of America,10 May 2025,"Tanner Lee – Verdance, Thorn of the Rose – Cardhall ProQuest",Pro Quest: Singapore,Classic Constructed,"Verdance, Thorn of the Rose",1st,https://fabtcg.com/decklists/tanner-lee-verdance-thorn-of-the-rose-pro-quest-singapore-cardhall/ ,pro quest,c79a94eacbbbfbfeaeefa23e3c54f2d7_TL–VTotR–CProQuest1st
New Zealand,10 May 2025,"Kieran Carnegie – Kano, Dracai of Aether – Cerberus Pro Quest Singapore Classic Constructed",Pro Quest: Singapore,Classic Constructed,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/kieran-carnegie-kano-dracai-of-aether-pro-quest-singapore-cerberus-games/ ,pro quest,b14ca88e203cb8b0560dfdd702061748_KC–KDoA–CPQSCConstructed1st
Norway,10 May 2025,"Christopher Reyes – Fang, Dracai of Blades – Midgardgames ProQuest",Pro Quest: Singapore,Classic Constructed,"Fang, Dracai of Blades",1st,https://fabtcg.com/decklists/christopher-reyes-fang-dracai-of-blades-pro-quest-singapore-midgard-games/ ,pro quest,f7c3ccd4890c56db90dd50a96f778d1f_CR–FDoB–MProQuest1st
United States of America,04 May 2025,Andrew Rothermel – Kassai of the Golden Sand – SAT 0900 Battle Hardened (CC) – SCG CON Minneapolis,Battle Hardened: Minneapolis,Classic Constructed,Kassai of the Golden Sand,1st,https://fabtcg.com/decklists/andrew-rothermel-kassai-of-the-golden-sand-battle-hardened-minneapolis/ ,battle hardened,29fc7246f1ece9fa1d6300c3eb1ee714_AR–KotGS–S0BH(–SCMinneapolis1st
United States of America,04 May 2025,"Ben Stuttgen – Cindra, Dracai of Retribution – SAT 0900 Battle Hardened (CC) – SCG CON Minneapolis",Battle Hardened: Minneapolis,Classic Constructed,"Cindra, Dracai of Retribution",2nd,https://fabtcg.com/decklists/ben-stuttgen-cindra-dracai-of-retribution-battle-hardened-minneapolis/ ,battle hardened,51a432a305c8124af763d65e45ab1154_BS–CDoR–S0BH(–SCMinneapolis2nd
United States of America,04 May 2025,"Andrew Henderson – Arakni, Marionette – SAT 0900 Battle Hardened (CC) – SCG CON Minneapolis",Battle Hardened: Minneapolis,Classic Constructed,"Arakni, Marionette",3rd,https://fabtcg.com/decklists/andrew-henderson-arakni-marionette-battle-hardened-minneapolis/ ,battle hardened,6470ae67f5040d0c3c7f264ad396bc0c_AH–AM–S0BH(–SCMinneapolis3rd
United States of America,04 May 2025,"David Bruner – Florian, Rotwood Harbinger – SAT 0900 Battle Hardened (CC) – SCG CON Minneapolis",Battle Hardened: Minneapolis,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/david-bruner-florian-rotwood-harbinger-battle-hardened-minneapolis/ ,battle hardened,d75146442bc6a4b7b0976d5ccbaef617_DB–FRH–S0BH(–SCMinneapolis3rd
United States of America,04 May 2025,"Logan King – Prism, Awakener of Sol – SAT 0900 Battle Hardened (CC) – SCG CON Minneapolis",Battle Hardened: Minneapolis,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/logan-king-prism-awakener-of-sol-battle-hardened-minneapolis/ ,battle hardened,82578f58912d13665b926c1f72f7c27c_LK–PAoS–S0BH(–SCMinneapolis5th
